Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;Postal_Code;Product_ID;Sales;Quantity;Discount;Profit
4245;CA-2020-138436;2020-03-26;2020-03-30;Standard Class;JD-15895;Corporate;90036;TEC-AC-10002323;663;3;0;8619
4246;CA-2023-117702;2023-11-28;2023-12-04;Standard Class;LS-16975;Home Office;21215;OFF-AR-10004582;164;1;0;738
4247;CA-2023-117702;2023-11-28;2023-12-04;Standard Class;LS-16975;Home Office;21215;FUR-FU-10000576;10492;5;0;272792
4248;CA-2023-117702;2023-11-28;2023-12-04;Standard Class;LS-16975;Home Office;21215;FUR-FU-10004270;209;5;0;7524
4249;CA-2022-157336;2022-12-01;2022-12-05;Second Class;SJ-20500;Consumer;6824;OFF-BI-10004236;8808;6;0;405168
4250;CA-2022-157336;2022-12-01;2022-12-05;Second Class;SJ-20500;Consumer;6824;FUR-CH-10004997;75192;4;0;150384
4251;CA-2020-168130;2020-09-19;2020-09-19;Same Day;BS-11365;Corporate;10011;FUR-CH-10000988;887103;7;1;1774206
4252;CA-2021-155068;2021-10-23;2021-10-23;Same Day;RA-19285;Consumer;33801;TEC-PH-10004897;55944;7;2;-132867
4253;CA-2021-155068;2021-10-23;2021-10-23;Same Day;RA-19285;Consumer;33801;OFF-AR-10002656;10688;2;2;22712
4254;CA-2021-155068;2021-10-23;2021-10-23;Same Day;RA-19285;Consumer;33801;TEC-PH-10004924;11824;2;2;10346
4255;CA-2023-163160;2023-10-13;2023-10-16;First Class;TS-21610;Consumer;61032;OFF-PA-10003127;63312;3;2;205764
4256;CA-2023-163160;2023-10-13;2023-10-16;First Class;TS-21610;Consumer;61032;OFF-BI-10000778;96784;4;8;-145176
4257;CA-2023-163160;2023-10-13;2023-10-16;First Class;TS-21610;Consumer;61032;FUR-FU-10001424;10476;3;6;-68094
4258;CA-2021-101924;2021-09-04;2021-09-09;Standard Class;KB-16585;Corporate;97504;OFF-BI-10000962;9762;2;7;-68334
4259;CA-2022-124793;2022-03-14;2022-03-16;First Class;MM-18280;Corporate;98103;FUR-CH-10002880;196784;2;2;-221382
4260;CA-2023-118367;2023-10-28;2023-11-02;Second Class;LO-17170;Corporate;10035;OFF-EN-10004386;4798;2;0;2399
4261;CA-2023-164819;2023-10-15;2023-10-19;Second Class;RS-19420;Corporate;6824;OFF-LA-10001045;1305;5;0;6003
4262;CA-2023-158344;2023-08-07;2023-08-11;Standard Class;CC-12475;Consumer;56560;TEC-AC-10002006;6396;4;0;198276
4263;CA-2023-123351;2023-09-21;2023-09-25;Standard Class;KT-16480;Consumer;31907;OFF-AP-10001242;8048;1;0;24144
4264;CA-2023-110429;2023-11-03;2023-11-08;Standard Class;DM-13015;Consumer;19143;OFF-BI-10000216;11673;3;7;-7782
4265;US-2022-131611;2022-11-05;2022-11-09;Standard Class;EP-13915;Consumer;77036;FUR-TA-10002774;863128;8;3;-1602952
4266;US-2022-131611;2022-11-05;2022-11-09;Standard Class;EP-13915;Consumer;77036;OFF-BI-10004364;3564;3;8;-6237
4267;US-2022-131611;2022-11-05;2022-11-09;Standard Class;EP-13915;Consumer;77036;FUR-BO-10000780;9566648;7;32;-2250976
4268;US-2022-131611;2022-11-05;2022-11-09;Standard Class;EP-13915;Consumer;77036;OFF-BI-10001989;12588;3;8;-201408
4269;US-2022-131611;2022-11-05;2022-11-09;Standard Class;EP-13915;Consumer;77036;TEC-AC-10004001;17196;5;2;451395
4270;US-2023-124821;2023-06-25;2023-06-29;Second Class;AM-10705;Consumer;98115;FUR-TA-10000688;8714;4;0;148138
4271;CA-2021-166975;2021-11-26;2021-11-30;Standard Class;SH-20635;Corporate;38301;FUR-FU-10003930;692472;11;2;1904298
4272;CA-2022-123806;2022-11-24;2022-11-27;Second Class;LA-16780;Corporate;21215;FUR-FU-10000965;20776;4;0;851816
4273;US-2023-158505;2023-07-21;2023-07-21;Same Day;SF-20200;Consumer;84107;TEC-PH-10004071;71928;9;2;62937
4274;US-2023-158505;2023-07-21;2023-07-21;Same Day;SF-20200;Consumer;84107;OFF-AR-10001044;2599;1;0;75371
4275;CA-2021-142692;2021-10-23;2021-10-28;Standard Class;AG-10495;Corporate;98105;OFF-BI-10004140;3592;1;2;11225
4276;CA-2021-123456;2021-07-09;2021-07-13;Standard Class;KN-16450;Corporate;75220;OFF-AP-10002684;48632;2;8;-12158
4277;CA-2023-151358;2023-08-18;2023-08-22;Standard Class;NF-18595;Home Office;98105;OFF-ST-10000046;3231;2;0;61389
4278;US-2022-107440;2022-04-16;2022-04-20;Standard Class;BS-11365;Corporate;8701;TEC-MA-10001047;909993;7;0;23659818
4279;US-2022-107440;2022-04-16;2022-04-20;Standard Class;BS-11365;Corporate;8701;FUR-FU-10000550;996;2;0;32868
4280;US-2022-107440;2022-04-16;2022-04-20;Standard Class;BS-11365;Corporate;8701;OFF-BI-10002432;253;5;0;11891
4281;CA-2020-166989;2020-11-14;2020-11-18;Standard Class;RM-19675;Home Office;10011;OFF-PA-10004470;1136;2;0;52256
4282;CA-2020-166989;2020-11-14;2020-11-18;Standard Class;RM-19675;Home Office;10011;FUR-CH-10001797;69264;2;1;146224
4283;CA-2020-103100;2020-12-20;2020-12-23;First Class;AB-10105;Consumer;46203;OFF-LA-10003720;369;1;0;17343
4284;CA-2020-103100;2020-12-20;2020-12-23;First Class;AB-10105;Consumer;46203;OFF-BI-10004600;110397;3;0;4967865
4285;CA-2021-105690;2021-11-21;2021-11-26;Second Class;CA-11965;Corporate;77642;FUR-BO-10003965;2461328;2;32;-760116
4286;CA-2021-105690;2021-11-21;2021-11-26;Second Class;CA-11965;Corporate;77642;OFF-LA-10000240;11696;2;2;39474
4287;CA-2021-105690;2021-11-21;2021-11-26;Second Class;CA-11965;Corporate;77642;TEC-CO-10001571;439992;1;2;164997
4288;CA-2023-127516;2023-12-28;2024-01-03;Standard Class;EH-14005;Home Office;37211;OFF-ST-10000736;64784;1;2;-129568
4289;US-2021-117184;2021-05-17;2021-05-21;Standard Class;ON-18715;Corporate;77095;OFF-BI-10002082;3328;5;8;-4992
4290;US-2021-117184;2021-05-17;2021-05-21;Standard Class;ON-18715;Corporate;77095;OFF-PA-10002250;14088;3;2;49308
4291;CA-2023-102407;2023-12-09;2023-12-13;Second Class;AT-10435;Home Office;90004;OFF-AR-10000122;1116;2;0;279
4292;CA-2023-102407;2023-12-09;2023-12-13;Second Class;AT-10435;Home Office;90004;FUR-TA-10003748;896328;9;2;224082
4293;CA-2023-102407;2023-12-09;2023-12-13;Second Class;AT-10435;Home Office;90004;OFF-AP-10001394;189;1;0;6804
4294;CA-2023-130967;2023-03-10;2023-03-16;Standard Class;EB-13870;Consumer;19140;TEC-PH-10004896;53982;3;4;-107964
4295;CA-2023-101581;2023-10-22;2023-10-27;Standard Class;DW-13195;Corporate;97756;FUR-TA-10002607;177225;5;5;-120513
4296;CA-2023-169124;2023-07-03;2023-07-10;Standard Class;MB-17305;Consumer;95610;FUR-FU-10001215;12939;3;0;543438
4297;CA-2023-117261;2023-09-04;2023-09-10;Standard Class;TH-21235;Corporate;90032;OFF-ST-10000419;5432;4;0;5432
4298;CA-2023-129021;2023-08-23;2023-08-26;Second Class;PO-18850;Consumer;32303;TEC-PH-10001459;4367896;13;2;3275922
4299;CA-2023-129021;2023-08-23;2023-08-26;Second Class;PO-18850;Consumer;32303;OFF-PA-10000241;49568;2;2;1549
4300;CA-2023-129021;2023-08-23;2023-08-26;Second Class;PO-18850;Consumer;32303;OFF-AP-10003040;161376;6;2;121032
4301;CA-2023-129021;2023-08-23;2023-08-26;Second Class;PO-18850;Consumer;32303;FUR-FU-10001852;2784;2;2;4176
4302;CA-2023-129021;2023-08-23;2023-08-26;Second Class;PO-18850;Consumer;32303;OFF-PA-10000141;872;5;2;2943
4303;CA-2020-123253;2020-08-22;2020-08-25;Second Class;DE-13255;Home Office;44107;OFF-AR-10002804;3912;1;2;10269
4304;CA-2022-121601;2022-10-04;2022-10-04;Same Day;MO-17500;Consumer;75056;OFF-EN-10003862;59752;7;2;194194
4305;CA-2020-162278;2020-10-26;2020-10-30;Second Class;AH-10585;Consumer;98105;FUR-FU-10000448;6392;4;0;3196
4306;CA-2020-162278;2020-10-26;2020-10-30;Second Class;AH-10585;Consumer;98105;TEC-PH-10000526;38396;5;2;38396
4307;CA-2022-161095;2022-06-28;2022-06-28;Same Day;CS-12250;Corporate;90032;OFF-BI-10002764;7752;3;2;28101
4308;CA-2022-161095;2022-06-28;2022-06-28;Same Day;CS-12250;Corporate;90032;OFF-BI-10001524;33568;2;2;117488
4309;CA-2020-125829;2020-11-04;2020-11-11;Standard Class;WB-21850;Consumer;90045;TEC-PH-10001079;666344;7;2;666344
4310;CA-2020-125829;2020-11-04;2020-11-11;Standard Class;WB-21850;Consumer;90045;FUR-TA-10002041;573728;4;2;-645444
4311;CA-2020-125829;2020-11-04;2020-11-11;Standard Class;WB-21850;Consumer;90045;OFF-BI-10001036;21936;3;2;8226
4312;CA-2020-125829;2020-11-04;2020-11-11;Standard Class;WB-21850;Consumer;90045;OFF-PA-10000223;1944;3;0;93312
4313;CA-2020-125829;2020-11-04;2020-11-11;Standard Class;WB-21850;Consumer;90045;TEC-MA-10003246;447968;4;2;13999
4314;CA-2020-123127;2020-09-08;2020-09-12;Standard Class;SP-20620;Corporate;11561;OFF-AP-10001962;1678;2;0;4195
4315;CA-2021-115945;2021-06-25;2021-07-01;Standard Class;AB-10165;Consumer;90045;OFF-AR-10004062;2096;2;0;524
4316;CA-2021-115945;2021-06-25;2021-07-01;Standard Class;AB-10165;Consumer;90045;OFF-BI-10004330;88752;3;2;27735
4317;CA-2021-115945;2021-06-25;2021-07-01;Standard Class;AB-10165;Consumer;90045;OFF-ST-10001963;30423;3;0;91269
4318;CA-2021-136735;2021-07-26;2021-08-02;Standard Class;HA-14920;Consumer;94110;OFF-EN-10002230;16786;2;0;788942
4319;US-2023-136189;2023-12-07;2023-12-11;Standard Class;DC-13285;Consumer;23223;FUR-FU-10000175;8238;6;0;255378
4320;CA-2020-152345;2020-12-29;2021-01-03;Second Class;ST-20530;Consumer;87105;TEC-PH-10004897;23976;3;2;-56943
4321;CA-2020-152345;2020-12-29;2021-01-03;Second Class;ST-20530;Consumer;87105;OFF-ST-10003123;3329;1;0;79896
4322;US-2021-147662;2021-02-14;2021-02-19;Standard Class;KB-16315;Consumer;44312;OFF-BI-10001658;14952;2;7;-119616
4323;US-2021-147662;2021-02-14;2021-02-19;Standard Class;KB-16315;Consumer;44312;TEC-PH-10002834;323982;3;4;-809955
4324;US-2021-147662;2021-02-14;2021-02-19;Standard Class;KB-16315;Consumer;44312;OFF-BI-10002160;2286;2;7;-16764
4325;US-2021-147662;2021-02-14;2021-02-19;Standard Class;KB-16315;Consumer;44312;OFF-AR-10004999;14352;3;2;897
4326;US-2021-147662;2021-02-14;2021-02-19;Standard Class;KB-16315;Consumer;44312;TEC-AC-10003280;71976;3;2;8997
4327;CA-2022-153346;2022-01-25;2022-01-27;First Class;TB-21355;Corporate;7060;OFF-AR-10000315;921;3;0;23025
4328;CA-2022-153346;2022-01-25;2022-01-27;First Class;TB-21355;Corporate;7060;OFF-PA-10000007;18;5;0;828
4329;CA-2023-118360;2023-04-01;2023-04-07;Standard Class;JC-15775;Consumer;10011;OFF-PA-10000791;4293;9;0;193185
4330;CA-2023-149853;2023-10-03;2023-10-09;Standard Class;PO-18850;Consumer;33012;OFF-PA-10000556;15552;3;2;54432
4331;CA-2023-149853;2023-10-03;2023-10-09;Standard Class;PO-18850;Consumer;33012;OFF-AP-10000804;1792;5;2;112
4332;CA-2023-107909;2023-09-01;2023-09-06;Standard Class;SS-20875;Consumer;98052;TEC-AC-10001998;1999;1;0;67966
4333;CA-2023-107909;2023-09-01;2023-09-06;Standard Class;SS-20875;Consumer;98052;OFF-BI-10003476;2292;5;2;8022
4334;CA-2021-112375;2021-12-21;2021-12-27;Standard Class;RD-19720;Consumer;32114;TEC-AC-10003237;5088;6;2;14628
4335;CA-2021-112375;2021-12-21;2021-12-27;Standard Class;RD-19720;Consumer;32114;OFF-EN-10003798;27312;2;2;92178
4336;CA-2021-154795;2021-12-20;2021-12-24;Standard Class;GZ-14470;Consumer;86442;OFF-EN-10003068;792;1;2;2772
4337;CA-2021-154795;2021-12-20;2021-12-24;Standard Class;GZ-14470;Consumer;86442;FUR-FU-10002088;14368;2;2;39512
4338;CA-2021-125234;2021-11-27;2021-12-01;Standard Class;SN-20710;Home Office;90049;TEC-AC-10000158;10797;3;0;226737
4339;CA-2021-125234;2021-11-27;2021-12-01;Standard Class;SN-20710;Home Office;90049;OFF-PA-10000482;11382;3;0;534954
4340;CA-2023-133501;2023-08-27;2023-09-01;Standard Class;DK-12895;Consumer;37064;OFF-PA-10004888;5184;1;2;18144
4341;US-2020-129609;2020-03-22;2020-03-22;Same Day;VM-21835;Consumer;46368;OFF-AR-10003478;1628;2;0;6512
4342;CA-2023-130309;2023-12-17;2023-12-21;Standard Class;GB-14575;Consumer;22204;OFF-ST-10003208;54438;3;0;1578702
4343;CA-2023-105410;2023-03-19;2023-03-22;First Class;ND-18370;Consumer;94110;OFF-BI-10004970;19824;6;2;66906
4344;CA-2023-105410;2023-03-19;2023-03-22;First Class;ND-18370;Consumer;94110;TEC-PH-10000038;657504;6;2;-1315008
4345;CA-2023-105410;2023-03-19;2023-03-22;First Class;ND-18370;Consumer;94110;TEC-AC-10001552;9954;2;0;109494
4346;CA-2023-105410;2023-03-19;2023-03-22;First Class;ND-18370;Consumer;94110;TEC-AC-10002926;19996;4;0;859828
4347;CA-2022-120355;2022-09-18;2022-09-25;Standard Class;MM-17260;Consumer;10801;FUR-CH-10001394;631782;2;1;140396
4348;CA-2022-120355;2022-09-18;2022-09-25;Standard Class;MM-17260;Consumer;10801;FUR-FU-10004053;6072;3;0;261096
4349;CA-2023-169894;2023-11-24;2023-11-29;Second Class;MV-17485;Consumer;85204;OFF-BI-10004230;20724;2;7;-151976
4350;CA-2023-169894;2023-11-24;2023-11-29;Second Class;MV-17485;Consumer;85204;OFF-ST-10000060;415872;8;2;-415872
4351;US-2023-100482;2023-04-11;2023-04-15;Standard Class;JL-15130;Consumer;43130;OFF-ST-10001325;16768;2;2;14672
4352;US-2023-100482;2023-04-11;2023-04-15;Standard Class;JL-15130;Consumer;43130;TEC-AC-10003441;2712;2;2;-4746
4353;CA-2023-107748;2023-12-10;2023-12-12;Second Class;AG-10330;Consumer;95207;TEC-PH-10003215;9584;4;2;34742
4354;CA-2023-107748;2023-12-10;2023-12-12;Second Class;AG-10330;Consumer;95207;OFF-PA-10002005;1296;2;0;62208
4355;CA-2023-153654;2023-11-24;2023-11-26;Second Class;MD-17860;Corporate;28806;OFF-BI-10004465;19008;8;7;-12672
4356;CA-2021-155600;2021-12-04;2021-12-07;Second Class;RO-19780;Consumer;37042;OFF-BI-10000545;1598058;7;7;-1065372
4357;CA-2021-155600;2021-12-04;2021-12-07;Second Class;RO-19780;Consumer;37042;OFF-AR-10003752;3696;4;2;12012
4358;CA-2023-162565;2023-12-11;2023-12-11;Same Day;RR-19315;Consumer;60505;OFF-PA-10001937;10368;2;2;36288
4359;CA-2023-162565;2023-12-11;2023-12-11;Same Day;RR-19315;Consumer;60505;FUR-FU-10004306;7772;1;6;-66062
4360;CA-2023-162565;2023-12-11;2023-12-11;Same Day;RR-19315;Consumer;60505;FUR-CH-10003973;520464;2;3;-148704
4361;CA-2022-127642;2022-05-21;2022-05-23;First Class;CP-12340;Corporate;2886;OFF-PA-10000565;11196;2;0;548604
4362;US-2023-163195;2023-02-17;2023-02-21;Second Class;LL-16840;Consumer;70506;TEC-PH-10003875;2916;3;0;84564
4363;CA-2023-111332;2023-05-20;2023-05-22;Second Class;NC-18340;Consumer;58103;OFF-AR-10001953;13194;3;0;356238
4364;CA-2023-111332;2023-05-20;2023-05-22;Second Class;NC-18340;Consumer;58103;OFF-AR-10001374;2592;4;0;82944
4365;CA-2023-111332;2023-05-20;2023-05-22;Second Class;NC-18340;Consumer;58103;OFF-ST-10003816;70476;4;0;1620948
4366;CA-2023-111332;2023-05-20;2023-05-22;Second Class;NC-18340;Consumer;58103;OFF-FA-10001843;741;3;0;34827
4367;CA-2023-111332;2023-05-20;2023-05-22;Second Class;NC-18340;Consumer;58103;OFF-AR-10000657;215;10;0;7095
4368;CA-2023-117044;2023-09-11;2023-09-13;Second Class;HA-14920;Consumer;60623;OFF-FA-10000936;10528;4;2;329
4369;CA-2023-117044;2023-09-11;2023-09-13;Second Class;HA-14920;Consumer;60623;OFF-PA-10003657;20544;6;2;642
4370;US-2022-165078;2022-11-05;2022-11-10;Standard Class;MA-17995;Home Office;46226;OFF-BI-10001989;1049;5;0;50352
4371;US-2022-165078;2022-11-05;2022-11-10;Standard Class;MA-17995;Home Office;46226;OFF-AR-10002987;3968;2;0;162688
4372;US-2022-165078;2022-11-05;2022-11-10;Standard Class;MA-17995;Home Office;46226;OFF-LA-10000414;5175;5;0;2484
4373;US-2023-169320;2023-07-23;2023-07-25;Second Class;LH-16900;Consumer;46514;OFF-AR-10003602;1168;2;0;54896
4374;US-2023-169320;2023-07-23;2023-07-25;Second Class;LH-16900;Consumer;46514;TEC-AC-10002550;15975;5;0;111825
4375;CA-2022-158575;2022-11-18;2022-11-24;Standard Class;SB-20290;Corporate;44240;OFF-AP-10002998;103968;6;2;168948
4376;CA-2020-166954;2020-04-25;2020-04-30;Standard Class;BT-11305;Home Office;91776;FUR-FU-10003708;30325;5;0;636825
4377;CA-2020-166954;2020-04-25;2020-04-30;Standard Class;BT-11305;Home Office;91776;OFF-AP-10001391;27072;3;0;785088
4378;CA-2020-166954;2020-04-25;2020-04-30;Standard Class;BT-11305;Home Office;91776;FUR-CH-10003973;148704;5;2;148704
4379;CA-2021-140830;2021-11-30;2021-12-02;Second Class;PS-18970;Home Office;42420;OFF-EN-10000461;1748;2;0;82156
4380;CA-2021-140830;2021-11-30;2021-12-02;Second Class;PS-18970;Home Office;42420;OFF-EN-10002831;7188;2;0;32346
4381;CA-2021-152891;2021-10-25;2021-10-30;Standard Class;TB-21625;Consumer;94110;OFF-AR-10004648;6045;3;0;163215
4382;CA-2021-152891;2021-10-25;2021-10-30;Standard Class;TB-21625;Consumer;94110;FUR-TA-10001857;253176;3;2;-31647
4383;US-2021-122784;2021-07-20;2021-07-27;Standard Class;RA-19915;Consumer;60035;OFF-BI-10000546;288;5;8;-4464
4384;US-2021-122784;2021-07-20;2021-07-27;Standard Class;RA-19915;Consumer;60035;FUR-BO-10004690;384944;4;3;-1264816
4385;US-2021-122784;2021-07-20;2021-07-27;Standard Class;RA-19915;Consumer;60035;TEC-PH-10001557;153584;2;2;134386
4386;US-2021-122784;2021-07-20;2021-07-27;Standard Class;RA-19915;Consumer;60035;FUR-BO-10002545;91343;5;3;-52196
4387;CA-2022-156811;2022-10-27;2022-11-02;Standard Class;BP-11095;Corporate;94122;OFF-AP-10001366;4392;4;0;118584
4388;CA-2022-156811;2022-10-27;2022-11-02;Standard Class;BP-11095;Corporate;94122;OFF-BI-10001628;25032;3;2;78225
4389;CA-2023-111556;2023-11-20;2023-11-22;First Class;CD-11920;Consumer;10035;OFF-PA-10003651;4676;7;0;224448
4390;CA-2023-111556;2023-11-20;2023-11-22;First Class;CD-11920;Consumer;10035;FUR-BO-10003159;183968;2;2;-252956
4391;CA-2023-111556;2023-11-20;2023-11-22;First Class;CD-11920;Consumer;10035;TEC-PH-10001459;125997;3;0;3275922
4392;CA-2023-111556;2023-11-20;2023-11-22;First Class;CD-11920;Consumer;10035;OFF-AR-10004602;6897;3;0;193116
4393;CA-2022-108868;2022-09-08;2022-09-12;Standard Class;KB-16585;Corporate;75081;OFF-AR-10001953;70368;2;2;61572
4394;CA-2022-108868;2022-09-08;2022-09-12;Standard Class;KB-16585;Corporate;75081;TEC-PH-10000923;5996;5;2;217355
4395;CA-2020-142965;2020-07-20;2020-07-20;Same Day;SW-20245;Consumer;45503;OFF-ST-10002583;25984;1;2;-51968
4396;CA-2020-142965;2020-07-20;2020-07-20;Same Day;SW-20245;Consumer;45503;OFF-BI-10000977;2736;3;7;-21888
4397;CA-2022-148740;2022-11-15;2022-11-19;Standard Class;AH-10690;Corporate;92024;TEC-PH-10002549;361376;2;2;271032
4398;US-2020-138758;2020-07-07;2020-07-11;Standard Class;JL-15835;Consumer;19120;FUR-CH-10002880;172186;2;3;-467362
4399;US-2020-138758;2020-07-07;2020-07-11;Standard Class;JL-15835;Consumer;19120;FUR-FU-10003039;69008;2;2;120764
4400;CA-2022-131737;2022-03-17;2022-03-17;Same Day;GZ-14470;Consumer;21044;OFF-EN-10003055;1999;5;0;89955
4401;CA-2022-131737;2022-03-17;2022-03-17;Same Day;GZ-14470;Consumer;21044;OFF-AP-10002945;90195;3;0;2976435
4402;CA-2022-131737;2022-03-17;2022-03-17;Same Day;GZ-14470;Consumer;21044;FUR-FU-10004306;9715;5;0;25259
4403;CA-2022-114538;2022-12-26;2022-12-27;First Class;RC-19825;Consumer;80906;OFF-AR-10002445;11328;2;2;25488
4404;CA-2020-127936;2020-09-02;2020-09-04;First Class;CL-12565;Consumer;10009;OFF-AR-10002445;2124;3;0;80712
4405;CA-2021-164336;2021-07-05;2021-07-10;Standard Class;MW-18220;Consumer;19140;TEC-AC-10002345;348;3;2;2175
4406;CA-2021-164336;2021-07-05;2021-07-10;Standard Class;MW-18220;Consumer;19140;OFF-ST-10001558;38976;3;2;-2436
4407;CA-2022-100041;2022-11-20;2022-11-25;Standard Class;BF-10975;Corporate;47201;OFF-PA-10001622;908;2;0;4086
4408;CA-2022-100041;2022-11-20;2022-11-25;Standard Class;BF-10975;Corporate;47201;OFF-PA-10000418;31455;3;0;150984
4409;CA-2022-100041;2022-11-20;2022-11-25;Standard Class;BF-10975;Corporate;47201;OFF-BI-10000343;491;1;0;23077
4410;US-2020-154879;2020-05-06;2020-05-11;Standard Class;SN-20710;Home Office;90004;OFF-LA-10004425;578;2;0;27166
4411;US-2020-154879;2020-05-06;2020-05-11;Standard Class;SN-20710;Home Office;90004;OFF-AR-10001897;10794;6;0;302232
4412;CA-2020-130624;2020-06-21;2020-06-24;First Class;TB-21280;Consumer;10024;OFF-PA-10003883;1965;3;0;9039
4413;CA-2020-130624;2020-06-21;2020-06-24;First Class;TB-21280;Consumer;10024;TEC-PH-10003963;61797;3;0;1606722
4414;CA-2020-130624;2020-06-21;2020-06-24;First Class;TB-21280;Consumer;10024;OFF-AP-10001303;597;3;0;26865
4415;CA-2023-132339;2023-08-19;2023-08-23;Standard Class;JB-15400;Corporate;1841;OFF-BI-10003925;38799;1;0;1823553
4416;CA-2020-153983;2020-11-29;2020-12-06;Standard Class;AH-10210;Consumer;94122;TEC-PH-10004586;57592;2;2;7199
4417;CA-2020-153983;2020-11-29;2020-12-06;Standard Class;AH-10210;Consumer;94122;OFF-FA-10003495;304;5;0;152
4418;CA-2023-112900;2023-04-09;2023-04-12;Second Class;KL-16645;Consumer;48205;OFF-BI-10002867;47824;8;0;2199904
4419;CA-2020-160157;2020-12-20;2020-12-27;Standard Class;MH-17455;Consumer;45011;FUR-FU-10003773;190848;3;2;-214704
4420;CA-2020-139633;2020-12-17;2020-12-24;Standard Class;EC-14050;Consumer;43229;OFF-BI-10002954;5484;4;7;-40216
4421;CA-2021-163090;2021-11-17;2021-11-21;Second Class;GH-14665;Consumer;60610;OFF-SU-10002537;4092;5;2;3069
4422;CA-2020-117016;2020-03-04;2020-03-09;Standard Class;SC-20095;Consumer;33063;OFF-AR-10001374;15552;3;2;23328
4423;CA-2023-159464;2023-05-18;2023-05-19;First Class;TB-21355;Corporate;30328;OFF-AP-10001492;1724;2;0;44824
4424;CA-2023-159464;2023-05-18;2023-05-19;First Class;TB-21355;Corporate;30328;FUR-BO-10003546;30294;3;0;75735
4425;CA-2023-159464;2023-05-18;2023-05-19;First Class;TB-21355;Corporate;30328;TEC-PH-10002185;3475;5;0;156375
4426;CA-2023-159464;2023-05-18;2023-05-19;First Class;TB-21355;Corporate;30328;OFF-BI-10000315;11394;6;0;546912
4427;CA-2023-159464;2023-05-18;2023-05-19;First Class;TB-21355;Corporate;30328;TEC-PH-10002350;5598;2;0;156744
4428;US-2023-103226;2023-09-22;2023-09-28;Standard Class;DW-13195;Corporate;87105;OFF-PA-10002666;2718;3;0;12231
4429;CA-2023-119452;2023-03-21;2023-03-27;Standard Class;CL-12565;Consumer;74133;FUR-CH-10004495;180588;6;0;5237052
4430;CA-2023-147725;2023-09-14;2023-09-14;Same Day;LT-17110;Consumer;7050;OFF-AR-10001725;7095;3;0;18447
4431;CA-2022-168893;2022-11-03;2022-11-08;Second Class;AP-10915;Consumer;42420;OFF-FA-10002280;20;4;0;96
4432;CA-2022-168893;2022-11-03;2022-11-08;Second Class;AP-10915;Consumer;42420;OFF-AR-10001770;798;3;0;20748
4433;CA-2022-168893;2022-11-03;2022-11-08;Second Class;AP-10915;Consumer;42420;FUR-FU-10002885;241;5;0;9158
4434;CA-2022-168893;2022-11-03;2022-11-08;Second Class;AP-10915;Consumer;42420;OFF-AR-10003772;875;1;0;2625
4435;CA-2022-168893;2022-11-03;2022-11-08;Second Class;AP-10915;Consumer;42420;FUR-TA-10003392;84294;3;0;1601586
4436;CA-2022-163398;2022-05-03;2022-05-08;Standard Class;CB-12415;Consumer;60653;OFF-BI-10000014;2182;1;8;-36003
4437;CA-2022-163398;2022-05-03;2022-05-08;Standard Class;CB-12415;Consumer;60653;OFF-AR-10003217;27384;7;2;27384
4438;CA-2022-163398;2022-05-03;2022-05-08;Standard Class;CB-12415;Consumer;60653;OFF-AP-10002403;26406;3;8;-712962
4439;CA-2022-162726;2022-12-27;2023-01-02;Standard Class;MT-17815;Consumer;77642;OFF-PA-10001972;10368;2;2;36288
4440;CA-2022-162726;2022-12-27;2023-01-02;Standard Class;MT-17815;Consumer;77642;OFF-PA-10004041;2368;4;2;74
4441;US-2022-111290;2022-07-22;2022-07-26;Standard Class;DK-13375;Consumer;48185;TEC-AC-10004975;10995;1;0;362835
4442;US-2022-111290;2022-07-22;2022-07-26;Standard Class;DK-13375;Consumer;48185;OFF-ST-10001932;96585;5;0;135219
4443;US-2022-111290;2022-07-22;2022-07-26;Standard Class;DK-13375;Consumer;48185;OFF-AR-10001761;292;5;0;10512
4444;US-2022-111290;2022-07-22;2022-07-26;Standard Class;DK-13375;Consumer;48185;OFF-PA-10002262;324;5;0;15552
4445;US-2020-147704;2020-11-16;2020-11-21;Standard Class;SR-20740;Home Office;47401;OFF-EN-10004483;7835;5;0;368245
4446;US-2020-147704;2020-11-16;2020-11-21;Standard Class;SR-20740;Home Office;47401;OFF-PA-10003270;3168;6;0;14256
4447;US-2020-147704;2020-11-16;2020-11-21;Standard Class;SR-20740;Home Office;47401;OFF-BI-10001634;2912;4;0;142688
4448;US-2020-147704;2020-11-16;2020-11-21;Standard Class;SR-20740;Home Office;47401;OFF-ST-10000675;16945;5;0;423625
4449;CA-2021-121965;2021-06-19;2021-06-23;Standard Class;LH-17155;Consumer;90032;FUR-FU-10000732;1256;2;0;40192
4450;CA-2021-121965;2021-06-19;2021-06-23;Standard Class;LH-17155;Consumer;90032;OFF-PA-10004355;648;1;0;31104
4451;CA-2021-121965;2021-06-19;2021-06-23;Standard Class;LH-17155;Consumer;90032;OFF-EN-10000056;18669;3;0;877443
4452;CA-2022-147137;2022-07-04;2022-07-06;First Class;AA-10645;Consumer;94109;FUR-FU-10000221;254;5;0;8636
4453;CA-2022-147137;2022-07-04;2022-07-06;First Class;AA-10645;Consumer;94109;OFF-EN-10003567;4396;2;0;206612
